seqnames,start,end,width,strand,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,symbol,refseq,ensembl
chr17,73916746,73917471,726,*,9489,73886330,73932234,+,inside,30416,14763,Overlapping,PGS1,NM_024419;NP_077733;NR_110601;NR_110602;NR_111989;XM_011525487;XM_011525488;XM_011525489;XM_017025357;XM_017025358;XM_017025359;XM_017025360;XM_017025361;XM_017025362;XM_017025363;XM_017025364;XM_017025365;XM_017025366;XP_011523789;XP_011523790;XP_011523791;XP_016880846;XP_016880847;XP_016880848;XP_016880849;XP_016880850;XP_016880851;XP_016880852;XP_016880853;XP_016880854;XP_016880855;XR_001752683;XR_001752684;XR_001752685;XR_001752686;XR_001752687;XR_001752688;XR_001752689;XR_001752690;XR_001752691;XR_001752692;XR_429930;XR_934604;XR_934606;XR_934607;XR_934609,ENSG00000087157
chr17,73928593,73929790,1198,*,9489,73886330,73932234,+,inside,42263,2444,Overlapping,PGS1,NM_024419;NP_077733;NR_110601;NR_110602;NR_111989;XM_011525487;XM_011525488;XM_011525489;XM_017025357;XM_017025358;XM_017025359;XM_017025360;XM_017025361;XM_017025362;XM_017025363;XM_017025364;XM_017025365;XM_017025366;XP_011523789;XP_011523790;XP_011523791;XP_016880846;XP_016880847;XP_016880848;XP_016880849;XP_016880850;XP_016880851;XP_016880852;XP_016880853;XP_016880854;XP_016880855;XR_001752683;XR_001752684;XR_001752685;XR_001752686;XR_001752687;XR_001752688;XR_001752689;XR_001752690;XR_001752691;XR_001752692;XR_429930;XR_934604;XR_934606;XR_934607;XR_934609,ENSG00000087157
chr17,74034272,74034897,626,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr17,74440945,74441413,469,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr17,74503485,74504258,774,*,124583,74499394,74517433,-,inside,13948,4091,Overlapping,CANT1,NM_001159772;NM_001159773;NM_138793;NP_001153244;NP_001153245;NP_620148;XM_005257021;XM_005257022;XM_006721683;XM_011524291;XM_011524293;XM_011524294;XM_011524295;XM_024450564;XP_005257078;XP_005257079;XP_006721746;XP_011522593;XP_011522595;XP_011522596;XP_011522597;XP_024306332;XR_001752424,ENSG00000171302
chr17,75417484,75418508,1025,*,8535,75421550,75427808,-,downstream,10324,3042,Overlapping,CBX4,NM_003655;NP_003646;XM_011525399;XP_011523701,ENSG00000141582
chr17,75480714,75481239,526,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr17,75485852,75486450,599,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr17,75504340,75505037,698,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr17,75541209,75541643,435,*,125058,75528414,75624242,-,inside,83033,12795,Overlapping,TBC1D16,NM_001271844;NM_001271845;NM_001271846;NM_019020;NP_001258773;NP_001258774;NP_001258775;NP_061893;XM_005257050;XM_005257052;XM_006721694;XM_011524322;XM_017024185;XM_017024187;XM_024450576;XM_024450577;XM_024450578;XM_024450579;XM_024450580;XM_024450581;XM_024450582;XP_005257107;XP_005257109;XP_006721757;XP_011522624;XP_016879674;XP_016879676;XP_024306344;XP_024306345;XP_024306346;XP_024306347;XP_024306348;XP_024306349;XP_024306350,ENSG00000167291
chr17,75567648,75568203,556,*,125058,75528414,75624242,-,inside,56594,39234,Overlapping,TBC1D16,NM_001271844;NM_001271845;NM_001271846;NM_019020;NP_001258773;NP_001258774;NP_001258775;NP_061893;XM_005257050;XM_005257052;XM_006721694;XM_011524322;XM_017024185;XM_017024187;XM_024450576;XM_024450577;XM_024450578;XM_024450579;XM_024450580;XM_024450581;XM_024450582;XP_005257107;XP_005257109;XP_006721757;XP_011522624;XP_016879674;XP_016879676;XP_024306344;XP_024306345;XP_024306346;XP_024306347;XP_024306348;XP_024306349;XP_024306350,ENSG00000167291
chr17,75580614,75581249,636,*,125058,75528414,75624242,-,inside,43628,42993,Overlapping,TBC1D16,NM_001271844;NM_001271845;NM_001271846;NM_019020;NP_001258773;NP_001258774;NP_001258775;NP_061893;XM_005257050;XM_005257052;XM_006721694;XM_011524322;XM_017024185;XM_017024187;XM_024450576;XM_024450577;XM_024450578;XM_024450579;XM_024450580;XM_024450581;XM_024450582;XP_005257107;XP_005257109;XP_006721757;XP_011522624;XP_016879674;XP_016879676;XP_024306344;XP_024306345;XP_024306346;XP_024306347;XP_024306348;XP_024306349;XP_024306350,ENSG00000167291
chr17,75581418,75582669,1252,*,125058,75528414,75624242,-,inside,42824,41573,Overlapping,TBC1D16,NM_001271844;NM_001271845;NM_001271846;NM_019020;NP_001258773;NP_001258774;NP_001258775;NP_061893;XM_005257050;XM_005257052;XM_006721694;XM_011524322;XM_017024185;XM_017024187;XM_024450576;XM_024450577;XM_024450578;XM_024450579;XM_024450580;XM_024450581;XM_024450582;XP_005257107;XP_005257109;XP_006721757;XP_011522624;XP_016879674;XP_016879676;XP_024306344;XP_024306345;XP_024306346;XP_024306347;XP_024306348;XP_024306349;XP_024306350,ENSG00000167291
chr17,75619078,75619624,547,*,125058,75528414,75624242,-,inside,5164,4618,Overlapping,TBC1D16,NM_001271844;NM_001271845;NM_001271846;NM_019020;NP_001258773;NP_001258774;NP_001258775;NP_061893;XM_005257050;XM_005257052;XM_006721694;XM_011524322;XM_017024185;XM_017024187;XM_024450576;XM_024450577;XM_024450578;XM_024450579;XM_024450580;XM_024450581;XM_024450582;XP_005257107;XP_005257109;XP_006721757;XP_011522624;XP_016879674;XP_016879676;XP_024306344;XP_024306345;XP_024306346;XP_024306347;XP_024306348;XP_024306349;XP_024306350,ENSG00000167291
chr17,75635545,75636042,498,*,55036,75625030,75689007,+,inside,10515,10515,Overlapping,CCDC40,NM_001243342;NM_001330508;NM_017950;NP_001230271;NP_001317437;NP_060420;XM_011524963;XM_011524964;XM_011524965;XM_017024807;XM_024450821;XP_011523265;XP_011523266;XP_011523267;XP_016880296;XP_024306589;XR_001752550;XR_934495,ENSG00000141519
chr17,75982995,75983541,547,*,57674,75928321,75984673,+,inside,54674,1132,Overlapping,RNF213,NM_001256071;NM_020914;NM_020954;NP_001243000;NP_066005;XM_005257545;XM_005257546;XM_006721995;XM_011525084;XM_011525086;XM_011525087;XM_017024905;XP_005257602;XP_005257603;XP_006722058;XP_011523386;XP_011523388;XP_011523389;XP_016880394,ENSG00000173821
chr17,76261701,76262423,723,*,57521,76133220,76554768,+,inside,128481,128481,Overlapping,RPTOR,NM_001163034;NM_020761;NP_001156506;NP_065812,ENSG00000141564
chr17,76294268,76295461,1194,*,57521,76133220,76554768,+,inside,161048,161048,Overlapping,RPTOR,NM_001163034;NM_020761;NP_001156506;NP_065812,ENSG00000141564
chr17,76406083,76406830,748,*,57521,76133220,76554768,+,inside,272863,147938,Overlapping,RPTOR,NM_001163034;NM_020761;NP_001156506;NP_065812,ENSG00000141564
chr17,76489093,76489605,513,*,57521,76133220,76554768,+,inside,355873,65163,Overlapping,RPTOR,NM_001163034;NM_020761;NP_001156506;NP_065812,ENSG00000141564
chr17,76625528,76626287,760,*,10458,76623557,76705827,+,inside,1971,1971,Overlapping,BAIAP2,NM_001144888;NM_006340;NM_017450;NM_017451;NP_001138360;NP_006331;NP_059344;NP_059345;XM_005256943;XM_005256944;XM_005256945;XM_005256948;XM_006721635;XM_006721636;XM_006721637;XM_011524193;XM_011524194;XM_011524195;XM_011524196;XM_011524197;XM_017024017;XM_017024018;XM_017024019;XM_024450534;XM_024450535;XP_005257000;XP_005257001;XP_005257002;XP_005257005;XP_006721698;XP_006721699;XP_006721700;XP_011522495;XP_011522496;XP_011522497;XP_011522498;XP_011522499;XP_016879506;XP_016879507;XP_016879508;XP_024306302;XP_024306303,ENSG00000175866
chr17,76625528,76626287,760,*,440465,76617528,76623096,-,upstream,-2432,2432,Overlapping,BAIAP2-DT,NM_001004336;NR_026857,ENSG00000226137
chr17,76671583,76672150,568,*,10458,76623557,76705827,+,inside,48026,33677,Overlapping,BAIAP2,NM_001144888;NM_006340;NM_017450;NM_017451;NP_001138360;NP_006331;NP_059344;NP_059345;XM_005256943;XM_005256944;XM_005256945;XM_005256948;XM_006721635;XM_006721636;XM_006721637;XM_011524193;XM_011524194;XM_011524195;XM_011524196;XM_011524197;XM_017024017;XM_017024018;XM_017024019;XM_024450534;XM_024450535;XP_005257000;XP_005257001;XP_005257002;XP_005257005;XP_006721698;XP_006721699;XP_006721700;XP_011522495;XP_011522496;XP_011522497;XP_011522498;XP_011522499;XP_016879506;XP_016879507;XP_016879508;XP_024306302;XP_024306303,ENSG00000175866
chr17,76865717,76866296,580,*,124565,76833394,76883691,-,inside,17974,17395,Overlapping,SLC38A10,NM_001037984;NM_138570;NP_001033073;NP_612637;XM_005257019;XM_011524288;XM_011524289;XM_011524290;XP_005257076;XP_011522590;XP_011522591;XP_011522592,ENSG00000157637
chr17,76896806,76898109,1304,*,284185,76891219,76897643,-,overlapStart,837,466,Overlapping,LINC00482,NM_178519;NR_038080,"NA"
chr17,76896806,76898109,1304,*,284186,76899669,76919069,-,downstream,22263,1560,Overlapping,TMEM105,NM_178520;NP_848615;XM_017024522;XP_016880011,ENSG00000185332
chr17,76917699,76918750,1052,*,284186,76899669,76919069,-,inside,1370,319,Overlapping,TMEM105,NM_178520;NP_848615;XM_017024522;XP_016880011,ENSG00000185332
chr17,77654864,77655634,771,*,284001,77652635,77763978,-,inside,109114,2229,Overlapping,CCDC57,NM_001316321;NM_001367828;NM_152675;NM_198082;NP_001303250;NP_001354757;NP_932348;XM_011523545;XM_011523546;XM_011523548;XM_011523549;XM_011523551;XM_011523552;XM_011523555;XM_011523556;XM_011523557;XM_017024462;XM_017024463;XM_017024464;XM_017024465;XM_017024466;XM_017024467;XM_017024468;XM_017024469;XM_017024470;XM_017024471;XM_017024472;XM_017024473;XM_017024474;XM_017024475;XM_017024476;XM_017024477;XM_017024478;XM_017024479;XM_017024480;XM_017024481;XM_017024482;XM_017024483;XM_024450704;XP_011521847;XP_011521848;XP_011521850;XP_011521851;XP_011521853;XP_011521854;XP_011521857;XP_011521858;XP_011521859;XP_016879951;XP_016879952;XP_016879953;XP_016879954;XP_016879955;XP_016879956;XP_016879957;XP_016879958;XP_016879959;XP_016879960;XP_016879961;XP_016879962;XP_016879963;XP_016879964;XP_016879965;XP_016879966;XP_016879967;XP_016879968;XP_016879969;XP_016879970;XP_016879971;XP_016879972;XP_024306472;XR_001752484;XR_001752485;XR_001752486;XR_001752487;XR_001752488;XR_001752489;XR_001752490;XR_001752491;XR_001752492;XR_001752493;XR_001752494;XR_001752495,ENSG00000176155
chr17,77785927,77786383,457,*,1453,77790941,77824862,-,downstream,38935,4558,Overlapping,CSNK1D,NM_001363749;NM_001893;NM_139062;NP_001350678;NP_001884;NP_620693;NR_110578;XM_005256336;XM_005256337;XP_005256393;XP_005256394;XR_002957961;XR_243518;XR_430028;XR_933922;XR_933923,ENSG00000141551
chr17,77785927,77786383,457,*,9123,77779582,77812294,+,inside,6345,6345,Overlapping,SLC16A3,NM_001042422;NM_001042423;NM_001206950;NM_001206951;NM_001206952;NM_004207;NP_001035887;NP_001035888;NP_001193879;NP_001193880;NP_001193881;NP_004198;XM_024451023;XP_024306791,ENSG00000141526
chr17,77875830,77876210,381,*,6398,77872189,77885210,-,inside,9380,3641,Overlapping,SECTM1,NM_003004;NP_002995;XM_005256392;XM_011523588;XP_005256449;XP_011521890,ENSG00000141574
chr17,77947965,77948751,787,*,79701,77943389,77969751,-,inside,21786,4576,Overlapping,OGFOD3,NM_024648;NM_175902;NP_078924;NP_787098;NR_033265;XR_001752626;XR_002958069;XR_430034;XR_933942,ENSG00000181396
chr17,78073031,78073570,540,*,3607,78070883,78155772,+,inside,2148,2148,Overlapping,FOXK2,NM_004514;NM_181430;NM_181431;NP_004505;XM_024450739;XP_024306507;XR_001752506;XR_933935,ENSG00000141568
chr17,78119449,78120117,669,*,3607,78070883,78155772,+,inside,48566,35655,Overlapping,FOXK2,NM_004514;NM_181430;NM_181431;NP_004505;XM_024450739;XP_024306507;XR_001752506;XR_933935,ENSG00000141568
chr17,78426394,78426994,601,*,6904,78303229,78494351,+,inside,123165,67357,Overlapping,TBCD,NM_001033052;NM_005993;NP_005984;XM_005256396;XM_005256399;XM_005256404;XM_006722290;XM_006722291;XM_006722292;XM_011523589;XM_011523590;XM_011523591;XM_011523593;XM_011523594;XM_011523595;XM_011523597;XM_011523598;XM_011523599;XM_011523600;XM_017024987;XM_017024988;XM_017024989;XM_017024990;XM_024450899;XM_024450900;XM_024450901;XM_024450902;XP_005256453;XP_005256456;XP_005256461;XP_006722353;XP_006722354;XP_006722355;XP_011521891;XP_011521892;XP_011521893;XP_011521895;XP_011521896;XP_011521897;XP_011521899;XP_011521900;XP_011521901;XP_011521902;XP_016880476;XP_016880477;XP_016880478;XP_016880479;XP_024306667;XP_024306668;XP_024306669;XP_024306670;XR_001752597;XR_001752598;XR_001752599;XR_001752600;XR_430033,ENSG00000141556;ENSG00000278759
chr17,78439971,78441254,1284,*,6904,78303229,78494351,+,inside,136742,53097,Overlapping,TBCD,NM_001033052;NM_005993;NP_005984;XM_005256396;XM_005256399;XM_005256404;XM_006722290;XM_006722291;XM_006722292;XM_011523589;XM_011523590;XM_011523591;XM_011523593;XM_011523594;XM_011523595;XM_011523597;XM_011523598;XM_011523599;XM_011523600;XM_017024987;XM_017024988;XM_017024989;XM_017024990;XM_024450899;XM_024450900;XM_024450901;XM_024450902;XP_005256453;XP_005256456;XP_005256461;XP_006722353;XP_006722354;XP_006722355;XP_011521891;XP_011521892;XP_011521893;XP_011521895;XP_011521896;XP_011521897;XP_011521899;XP_011521900;XP_011521901;XP_011521902;XP_016880476;XP_016880477;XP_016880478;XP_016880479;XP_024306667;XP_024306668;XP_024306669;XP_024306670;XR_001752597;XR_001752598;XR_001752599;XR_001752600;XR_430033,ENSG00000141556;ENSG00000278759
chr17,78640215,78640987,773,*,284207,78630856,78646011,+,inside,9359,5024,Overlapping,METRNL,NM_001004431;NM_001363853;NP_001004431;NP_001350782;XM_017024523;XM_024450712;XP_016880012;XP_024306480,ENSG00000176845;ENSG00000275031
chr17,78650983,78651938,956,*,284207,78630856,78646011,+,downstream,20127,4972,Overlapping,METRNL,NM_001004431;NM_001363853;NP_001004431;NP_001350782;XM_017024523;XM_024450712;XP_016880012;XP_024306480,ENSG00000176845;ENSG00000275031
chr18,389090,389921,832,*,81035,309356,490685,-,inside,101595,79734,Overlapping,COLEC12,NM_030781;NM_130386;NP_569057;XM_011525741;XP_011524043,ENSG00000158270
chr18,489238,489997,760,*,81035,309356,490685,-,inside,1447,688,Overlapping,COLEC12,NM_030781;NM_130386;NP_569057;XM_011525741;XP_011524043,ENSG00000158270
chr18,912896,913687,792,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,1895675,1897032,1358,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,2060488,2061129,642,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,2254469,2254901,433,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,2292695,2293466,772,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,2375038,2376013,976,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,3226419,3227029,611,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,3374549,3375255,707,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,3385475,3385889,415,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,3585587,3586227,641,*,649446,3584112,3588350,+,inside,1475,1475,Overlapping,DLGAP1-AS1,NM_001039796;NR_024101,"NA"
chr18,3585587,3586227,641,*,9229,3488837,3870135,-,inside,284548,96750,Overlapping,DLGAP1,NM_001003809;NM_001242761;NM_001242762;NM_001242763;NM_001242764;NM_001242765;NM_001242766;NM_001308390;NM_004746;NP_001003809;NP_001229690;NP_001229691;NP_001229692;NP_001229693;NP_001229694;NP_001229695;NP_001295319;NP_004737;XM_005258171;XM_005258172;XM_005258173;XM_005258174;XM_006722367;XM_011525770;XM_011525771;XM_017026080;XM_017026081;XM_017026082;XM_017026083;XM_017026084;XM_017026085;XM_024451288;XP_005258228;XP_005258229;XP_005258230;XP_005258231;XP_006722430;XP_011524072;XP_011524073;XP_016881569;XP_016881570;XP_016881571;XP_016881572;XP_016881573;XP_016881574;XP_024307056,ENSG00000170579
chr18,3592527,3594004,1478,*,649446,3584112,3588350,+,downstream,8415,4177,Overlapping,DLGAP1-AS1,NM_001039796;NR_024101,"NA"
chr18,3592527,3594004,1478,*,9229,3488837,3870135,-,inside,277608,103690,Overlapping,DLGAP1,NM_001003809;NM_001242761;NM_001242762;NM_001242763;NM_001242764;NM_001242765;NM_001242766;NM_001308390;NM_004746;NP_001003809;NP_001229690;NP_001229691;NP_001229692;NP_001229693;NP_001229694;NP_001229695;NP_001295319;NP_004737;XM_005258171;XM_005258172;XM_005258173;XM_005258174;XM_006722367;XM_011525770;XM_011525771;XM_017026080;XM_017026081;XM_017026082;XM_017026083;XM_017026084;XM_017026085;XM_024451288;XP_005258228;XP_005258229;XP_005258230;XP_005258231;XP_006722430;XP_011524072;XP_011524073;XP_016881569;XP_016881570;XP_016881571;XP_016881572;XP_016881573;XP_016881574;XP_024307056,ENSG00000170579
chr18,3613712,3614607,896,*,9229,3488837,3870135,-,inside,256423,124875,Overlapping,DLGAP1,NM_001003809;NM_001242761;NM_001242762;NM_001242763;NM_001242764;NM_001242765;NM_001242766;NM_001308390;NM_004746;NP_001003809;NP_001229690;NP_001229691;NP_001229692;NP_001229693;NP_001229694;NP_001229695;NP_001295319;NP_004737;XM_005258171;XM_005258172;XM_005258173;XM_005258174;XM_006722367;XM_011525770;XM_011525771;XM_017026080;XM_017026081;XM_017026082;XM_017026083;XM_017026084;XM_017026085;XM_024451288;XP_005258228;XP_005258229;XP_005258230;XP_005258231;XP_006722430;XP_011524072;XP_011524073;XP_016881569;XP_016881570;XP_016881571;XP_016881572;XP_016881573;XP_016881574;XP_024307056,ENSG00000170579
chr18,3678693,3679797,1105,*,9229,3488837,3870135,-,inside,191442,189856,Overlapping,DLGAP1,NM_001003809;NM_001242761;NM_001242762;NM_001242763;NM_001242764;NM_001242765;NM_001242766;NM_001308390;NM_004746;NP_001003809;NP_001229690;NP_001229691;NP_001229692;NP_001229693;NP_001229694;NP_001229695;NP_001295319;NP_004737;XM_005258171;XM_005258172;XM_005258173;XM_005258174;XM_006722367;XM_011525770;XM_011525771;XM_017026080;XM_017026081;XM_017026082;XM_017026083;XM_017026084;XM_017026085;XM_024451288;XP_005258228;XP_005258229;XP_005258230;XP_005258231;XP_006722430;XP_011524072;XP_011524073;XP_016881569;XP_016881570;XP_016881571;XP_016881572;XP_016881573;XP_016881574;XP_024307056,ENSG00000170579
chr18,3700692,3701422,731,*,9229,3488837,3870135,-,inside,169443,168713,Overlapping,DLGAP1,NM_001003809;NM_001242761;NM_001242762;NM_001242763;NM_001242764;NM_001242765;NM_001242766;NM_001308390;NM_004746;NP_001003809;NP_001229690;NP_001229691;NP_001229692;NP_001229693;NP_001229694;NP_001229695;NP_001295319;NP_004737;XM_005258171;XM_005258172;XM_005258173;XM_005258174;XM_006722367;XM_011525770;XM_011525771;XM_017026080;XM_017026081;XM_017026082;XM_017026083;XM_017026084;XM_017026085;XM_024451288;XP_005258228;XP_005258229;XP_005258230;XP_005258231;XP_006722430;XP_011524072;XP_011524073;XP_016881569;XP_016881570;XP_016881571;XP_016881572;XP_016881573;XP_016881574;XP_024307056,ENSG00000170579
chr18,9338403,9338826,424,*,57045,9324851,9392418,+,inside,13552,13552,Overlapping,TWSG1,NM_020648;NP_065699,ENSG00000128791
chr18,9603399,9603958,560,*,9989,9536792,9604600,-,inside,1201,642,Overlapping,PPP4R1,NM_001042388;NM_005134;NP_001035847;NP_005125;NR_052003;XM_011525775;XM_011525776;XM_011525779;XM_017026105;XM_017026106;XM_017026107;XP_011524077;XP_011524078;XP_011524081;XP_016881594;XP_016881595;XP_016881596;XR_001753307;XR_001753308;XR_001753309,ENSG00000154845
chr18,9694980,9696023,1044,*,11031,9698228,9852553,+,upstream,-3248,2205,Overlapping,RAB31,NM_006868;NP_006859;XM_017025528;XM_017025529;XP_016881017;XP_016881018,ENSG00000168461
chr18,9747584,9748262,679,*,11031,9698228,9852553,+,inside,49356,49356,Overlapping,RAB31,NM_006868;NP_006859;XM_017025528;XM_017025529;XP_016881017;XP_016881018,ENSG00000168461
chr18,9794084,9794439,356,*,11031,9698228,9852553,+,inside,95856,58114,Overlapping,RAB31,NM_006868;NP_006859;XM_017025528;XM_017025529;XP_016881017;XP_016881018,ENSG00000168461
chr18,9977778,9978411,634,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,10060277,10060874,598,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,10084276,10085172,897,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,10112041,10112657,617,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,10407201,10407814,614,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,10434569,10435103,535,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,10883142,10883641,500,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,10995433,10996084,652,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,11032277,11032785,509,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,11125791,11127046,1256,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,11145564,11146151,588,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,11167426,11168141,716,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,11258848,11259382,535,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,11490252,11491292,1041,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,11849826,11850450,625,*,2774,11679265,11871919,+,inside,170561,21469,Overlapping,GNAL,NM_001142339;NM_001261443;NM_001261444;NM_001369387;NM_002071;NM_182978;NP_001135811;NP_001248372;NP_001248373;NP_001356316;NP_892023;XM_006722324;XM_024451164;XP_006722387;XP_024306932,ENSG00000141404
chr18,11973612,11974080,469,*,3613,11971057,12020876,+,inside,2555,2555,Overlapping,IMPA2,NM_014214;NP_055029;XM_011525659;XM_011525661;XP_011523961;XP_011523963,ENSG00000141401
chr18,12589334,12590090,757,*,56907,12436511,12647912,-,inside,58578,57822,Overlapping,SPIRE1,NM_001128626;NM_001128627;NM_020148;NP_001122098;NP_001122099;NP_064533;XM_005258122;XM_011525701;XM_011525702;XM_011525703;XM_024451224;XM_024451225;XP_005258179;XP_011524003;XP_011524004;XP_011524005;XP_024306992;XP_024306993,ENSG00000134278
chr18,12731019,12731957,939,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,13236071,13237208,1138,*,753,13208795,13642753,+,inside,27276,27276,Overlapping,LDLRAD4,NM_001003674;NM_001003675;NM_001276249;NM_001276251;NM_004338;NM_181481;NM_181482;NM_181483;NP_001003674;NP_001003675;NP_001263178;NP_001263180;NP_852146;NP_852147;XM_005258140;XM_006722353;XM_006722354;XM_011525737;XM_011525738;XM_017025961;XM_017025962;XM_017025963;XM_017025964;XM_017025965;XM_017025966;XM_017025967;XM_017025968;XM_017025969;XM_017025970;XM_017025971;XM_017025972;XM_024451248;XM_024451249;XM_024451250;XM_024451251;XM_024451252;XM_024451253;XM_024451254;XM_024451255;XM_024451256;XM_024451257;XM_024451258;XM_024451259;XM_024451260;XP_005258197;XP_006722416;XP_006722417;XP_011524039;XP_011524040;XP_016881450;XP_016881451;XP_016881452;XP_016881453;XP_016881454;XP_016881455;XP_016881456;XP_016881457;XP_016881458;XP_016881459;XP_016881460;XP_016881461;XP_024307016;XP_024307017;XP_024307018;XP_024307019;XP_024307020;XP_024307021;XP_024307022;XP_024307023;XP_024307024;XP_024307025;XP_024307026;XP_024307027;XP_024307028;XR_001753267;XR_001753268;XR_001753269;XR_001753270;XR_001753271;XR_001753272;XR_001753273;XR_001753274;XR_001753275;XR_001753276;XR_001753277;XR_001753278,ENSG00000168675
chr18,13384779,13385309,531,*,753,13208795,13642753,+,inside,175984,175984,Overlapping,LDLRAD4,NM_001003674;NM_001003675;NM_001276249;NM_001276251;NM_004338;NM_181481;NM_181482;NM_181483;NP_001003674;NP_001003675;NP_001263178;NP_001263180;NP_852146;NP_852147;XM_005258140;XM_006722353;XM_006722354;XM_011525737;XM_011525738;XM_017025961;XM_017025962;XM_017025963;XM_017025964;XM_017025965;XM_017025966;XM_017025967;XM_017025968;XM_017025969;XM_017025970;XM_017025971;XM_017025972;XM_024451248;XM_024451249;XM_024451250;XM_024451251;XM_024451252;XM_024451253;XM_024451254;XM_024451255;XM_024451256;XM_024451257;XM_024451258;XM_024451259;XM_024451260;XP_005258197;XP_006722416;XP_006722417;XP_011524039;XP_011524040;XP_016881450;XP_016881451;XP_016881452;XP_016881453;XP_016881454;XP_016881455;XP_016881456;XP_016881457;XP_016881458;XP_016881459;XP_016881460;XP_016881461;XP_024307016;XP_024307017;XP_024307018;XP_024307019;XP_024307020;XP_024307021;XP_024307022;XP_024307023;XP_024307024;XP_024307025;XP_024307026;XP_024307027;XP_024307028;XR_001753267;XR_001753268;XR_001753269;XR_001753270;XR_001753271;XR_001753272;XR_001753273;XR_001753274;XR_001753275;XR_001753276;XR_001753277;XR_001753278,ENSG00000168675
chr18,13415467,13416366,900,*,753,13208795,13642753,+,inside,206672,206672,Overlapping,LDLRAD4,NM_001003674;NM_001003675;NM_001276249;NM_001276251;NM_004338;NM_181481;NM_181482;NM_181483;NP_001003674;NP_001003675;NP_001263178;NP_001263180;NP_852146;NP_852147;XM_005258140;XM_006722353;XM_006722354;XM_011525737;XM_011525738;XM_017025961;XM_017025962;XM_017025963;XM_017025964;XM_017025965;XM_017025966;XM_017025967;XM_017025968;XM_017025969;XM_017025970;XM_017025971;XM_017025972;XM_024451248;XM_024451249;XM_024451250;XM_024451251;XM_024451252;XM_024451253;XM_024451254;XM_024451255;XM_024451256;XM_024451257;XM_024451258;XM_024451259;XM_024451260;XP_005258197;XP_006722416;XP_006722417;XP_011524039;XP_011524040;XP_016881450;XP_016881451;XP_016881452;XP_016881453;XP_016881454;XP_016881455;XP_016881456;XP_016881457;XP_016881458;XP_016881459;XP_016881460;XP_016881461;XP_024307016;XP_024307017;XP_024307018;XP_024307019;XP_024307020;XP_024307021;XP_024307022;XP_024307023;XP_024307024;XP_024307025;XP_024307026;XP_024307027;XP_024307028;XR_001753267;XR_001753268;XR_001753269;XR_001753270;XR_001753271;XR_001753272;XR_001753273;XR_001753274;XR_001753275;XR_001753276;XR_001753277;XR_001753278,ENSG00000168675
