go.id,go.term,Definition,Ontology,pvalue,count.InDataset,count.InGenome,totaltermInDataset,totaltermInGenome,BH.adjusted.p.value,EntrezID
GO:0010646,regulation of cell communication,"Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.",BP,6.17766793401184e-4,687,3590,252042,1476651,0.043215560724839966,10454;153090;134;1399;2889;4215;4216;4217;652;9020;1464;1902;23566;238;27347;3643;3656;408;4916;5027;51196;5562;55765;5605;5788;5979;64127;7161;7867;8517;9261;200734;5998;80824;857;2852;6804;1997;861;7837;183;2696;1785;409;2069;9148;54206;9052;2185;5747;5829;29775;9618;9966;23043;10595;2081;28988;5770;10411;1374;2645;2695;3172;3382;3708;3709;3747;3952;406;4843;5578;5906;6513;6833;775;776;9254;2786;2788;5996;6002;6004;8787;9455;9628;2263;2736;5727;6095;9742;3955;10082;11343;5045;7357;10044;10140;10451;1124;143098;2059;26119;2888;3927;4128;6451;6452;6461;26153;26166;3635;388531;6000;85397;10447;10457;10718;11009;1489;151449;152189;1906;25817;2657;2671;284207;2980;29948;29949;338872;344901;346389;3570;3603;3623;374;392255;4137;4681;50810;5144;5155;5228;54097;55258;5580;6358;6359;6376;6398;655;7031;7042;7060;7200;7423;84639;8614;8817;8909;9135;92304;944;9965;2155;5795;9368;10345;6717;817;845;8165;9472;799;84059;9722;204851;3551;84888;8887;9825;2950;51588;11030;57045;4091;56937;753;6865;5305;8395;10507;2066;219699;2321;2322;2534;4067;4734;4915;5467;5777;6662;847;1407;2348;27122;4088;64750;80139;25953;55764;1258;4836;5145;5475;6010;858;1236;3783;5819;6188;2099;51473;8312;83439;8613;10159;23189;23499;245973;55959;59352;6597;7015;8840;8932;25987;2887;4188;4772;51741;54894;7088;5046;116844;28996;114990;25805;283149;50515;51341;63976;79674;2626;286204;3280;388585;4926;168667;4036;26509;64855;3091;23105;4644;3064;2901;1604;948;4057;23328;1020;29882;2768;5314;84803;93627;23677;55654;64798;57521;64083;10564;23362;23550;9922;18;25924;5581;8431;11188;23228;5334;8224;57706;9649;5962;19;345;8829;5052;2308;10468;3547;10498;9113;11331;81606;8626;23558;3169;367;5058;55366;146722;55198;9572;10062;5802;26053;10160;152273;221178;221472;2245;22899;23101;23263;23268;23370;26084;29;4650;50649;50650;54848;55160;55785;57449;57580;613;64283;6453;64787;7074;7204;7410;84904;89846;8997;9639;10395;2909;6091;9289;23286;284086;55841;80014;9231;440503;10809;5740;6092;4052;8202;55107;55638;65220;8398;8780;860;2817;90993;5782;89853;27246;58513;2261;3297;6774;83666;5618;3315;10758;124583;26057;286343;51523;5536;5587;7052;7706;79155;92610;10010;3065;399;6772;84270;9100;5470;8844;101;1445;1991;2064;7164;8826;6653;3397;1942;255082;2324;3487;55024;55816;64802;9283;3301;56950;27063;4193;754;8444;6344;5138;64784;997;116985;207;3092;84632;9026;29767;11060;221336;441478;81544;92714;10098;1999;28514;388677;55534;57178;81619;22856;2622;51174;5447;260425;2898;3480;153769;2122;259;83737;9611;344558;59341;6788;84444;231;3707;4853;10156;22821;79109;8437;340706;55971;5167;5590;5791;6198;51043;6720;90007;91683;9627;10458;22849;26037;2902;3706;5914;26012;11346;3766;8766;9145;57282;8644;10626;1488;1592;340665;9249;22854;5332;5575;5577;57497;7143;6507;6857;9211;22953;5025;7430;27086;5583;116984;23092;23094;23108;23779;29984;57186;57522;58480;5909;79658;83478;84253;90627;9411;9754;9886;9901;5865;152831;1646;2651;388121;7295;10519;1649;1969;477;2899;9378;3673;5064;116841;22941;57158;805;3716;84166;5468;11274;58495;6711;9612;1501;5218;9679;111;1946;51092;4988;152404;6586;80223;9727;154043;2192;27330;65268;8000;27202;5151;55532;57007;1827;2274;2932;23261;6548;23171;10076;1500;169200;23072;2309;27303;4300;6478;79960;81029;8313;85409;10105;638;1191;4000;598;1453;8549;8607;8796;2867;4923;9699;23613;6455;1525;287;54476;25897;999;130574;130576;23369;10858;23373;440275;636;2895;596;7534;768211;967;54978;81;23432;116028;23246;25946;4194;4683;51422;54971;64769;6873;79813;83860;83990;84126;94241;26038;23017;4118;6498;81792;138151;7466;84447;624;26287;6477;9423;51283;652968;23274;23387;11122;57674;22881;2100;4061;54892;140730;23621;5413;57617;1612;1740;149111;3554;4602;10765;2013;1512;3685;5062;81618;23678;23604;259230;6280;4684;2934
GO:0010720,positive regulation of cell development,"Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.",BP,3.49306846584005e-4,121,528,252042,1476651,0.02958514463731577,3091;6376;153090;183;2185;23654;2534;257194;27063;2889;2909;4058;4067;466;4915;5176;51761;55714;5587;57118;5906;5979;6280;6324;64764;81532;9897;23405;596;124936;151449;221336;23081;2736;3169;339479;392255;4681;4821;4897;5914;60436;652;81544;1002;23499;29882;3984;4137;5058;8766;9423;9148;10507;1946;23566;4916;3280;4099;22891;26011;3065;5468;7161;4656;64855;1826;8829;2852;4036;4988;7520;6091;6092;6498;7074;1523;23363;26259;84079;4602;5583;1906;5629;1902;22849;23613;6453;9231;10458;29904;3706;8997;9472;84630;23242;23373;238;29993;655;8826;10519;1399;1785;1793;201294;4739;57580;6239;6281;80005;23327;57699;6857;8437;9699;5025;10512;1453;23060;26012
GO:0010769,regulation of cell morphogenesis involved in differentiation,"Any process that modulates the frequency, rate or extent of cell morphogenesis contributing to cell differentiation. Cell morphogenesis involved in differentiation is the change in form (cell shape and size) that occurs when relatively unspecialized cells acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history.",BP,8.42172998135115e-5,69,260,252042,1476651,0.011015409607253345,1785;2932;4897;1020;3475;4099;56920;5802;80128;9423;1002;23499;29882;3984;4137;5058;8766;23105;10507;1946;23566;4916;7143;23043;26012;2902;4734;6383;91584;1826;8829;10090;1942;2049;23303;26037;2909;5979;5747;4915;6091;6092;6498;7074;3397;1523;23363;26259;84079;102;10611;26052;10458;29904;3706;8997;23603;2192;23189;81;10519;1399;1793;201294;4739;57580;6239;6281;80005
GO:0010975,regulation of neuron projection development,"Any process that modulates the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).",BP,1.06243865754101e-7,123,458,252042,1476651,6.861361655232035e-5,153090;183;2185;23654;2534;257194;27063;2889;2909;4058;4067;466;4915;5176;51761;55714;5587;57118;5906;5979;6280;6324;6376;64764;81532;9897;10519;1400;146760;1902;2288;22891;23108;23189;27124;4099;4193;5793;5802;59341;6695;6911;81618;1785;2932;4897;1020;3475;56920;80128;9423;1002;23499;29882;3984;4137;5058;8766;23105;10507;1946;23566;5792;8428;29956;4916;7143;23043;26012;2902;4734;6383;91584;1826;8829;10090;1942;2049;23303;26037;5747;6091;6092;6498;7074;114788;1399;57580;64284;84816;3397;1523;23363;26259;84079;221935;22849;23613;6453;9148;9231;102;10611;26052;10458;29904;3706;8997;23242;23373;238;29993;655;8826;344901;23327;57699;6857;8437;9699;10498;207;2895
GO:0010976,positive regulation of neuron projection development,"Any process that increases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).",BP,1.56082237395871e-4,69,265,252042,1476651,0.0161603353676982,1002;23499;29882;3984;4137;5058;8766;9423;10507;1946;23566;4916;1826;8829;4915;6091;6092;6498;7074;1523;23363;26259;84079;1902;22849;23613;6453;9148;9231;10458;29904;3706;8997;153090;23242;23373;238;29993;655;8826;23327;57699;6857;8437;9699;183;2185;23654;2534;257194;27063;2889;2909;4058;4067;466;5176;51761;55714;5587;57118;5906;5979;6280;6324;6376;64764;81532;9897
GO:0014037,Schwann cell differentiation,"The process in which a relatively unspecialized cell acquires the specialized features of a Schwann cell. Schwann cells are found in the peripheral nervous system, where they insulate neurons and axons, and regulate the environment in which neurons function.",BP,6.377119198235e-4,15,37,252042,1476651,0.04422467964789414,23405;1020;163175;4915;4916;56288;9639;10397;207;208;64398;79152;400746;2817;4665
GO:0014044,Schwann cell development,"The process aimed at the progression of a Schwann cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. Schwann cells are found in the peripheral nervous system, where they insulate neurons and axons, and regulate the environment in which neurons function.",BP,4.58708147052627e-4,13,29,252042,1476651,0.0351815698906777,163175;4915;4916;56288;9639;10397;207;208;64398;79152;23405;400746;1020
GO:0014070,response to organic cyclic compound,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus.",BP,4.02822557352735e-5,196,879,252042,1476651,0.0061211257134203105,1020;18;221935;9455;375611;2099;2852;10498;2100;2274;2288;367;56937;8031;8202;8204;5468;5562;1244;10095;1728;1788;183;2155;2950;3169;374;3952;5066;5727;5914;595;655;6774;7026;847;8787;8932;9612;10062;11057;117144;1364;2353;23558;4821;6720;7042;857;8312;861;9113;11331;81606;8626;5058;22953;5025;5027;1591;219931;360;7706;8614;1906;3297;768;8942;948;6095;6097;1785;2185;23284;4193;4988;7074;4734;2775;2902;5520;5536;5581;23180;6520;2063;2104;2494;2649;3172;5467;5916;6256;652;7068;8013;8431;9572;598;3417;5241;10076;189;23205;596;6382;6898;799;4916;7200;6586;6772;682;2934;4255;409;27086;3065;51341;6597;9611;2348;490;5251;779;845;10518;5029;10411;2889;29904;3709;3784;5138;5906;610;6528;677;7430;9472;8780;81035;477;8644;2322;2309;687;3673;4656;80139;114881;19;4779;57655;10298;1050;207;25976;27063;2736;5062;64127;167127;5155;114907;2308;5176;54206;64754;999;2782;55328;5144;6548;840;3399;23514;5577;5244;3397;6818;111;1946;1191;1407;406;1374;2181;2539;2695;32;3747;4067;466;6873;9536
GO:0015711,organic anion transport,"The directed movement of organic anions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage.",BP,9.41996134160113e-6,109,430,252042,1476651,0.001802527047088231,6533;24;5027;9058;89874;10165;6505;6506;6507;1374;31;32;51422;118980;124935;153201;23428;57709;6510;6520;6542;81539;94097;207;208;4915;6804;6857;8497;4923;134;2917;18;115019;23632;3040;375611;57282;57835;6522;763;768;771;6567;5205;6256;8647;8714;1244;10559;56606;54020;388662;8140;29957;2348;6573;10227;5467;5468;114884;26207;388121;57605;949;9885;8529;1906;5025;8399;3952;4843;10809;5244;9368;19;345;9619;9194;9123;4779;9311;28231;28232;11001;2181;6198;948;10079;23250;3783;4363;189;50487;624;3766;477;51761;6513;26266;8398;5580;387254;4036;183;27347;9611;10057;85320
GO:0015849,organic acid transport,"The directed movement of organic acids, any acidic compound containing carbon in covalent linkage, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",BP,1.49611135535498e-4,75,293,252042,1476651,0.016103456911336467,6533;9058;89874;10165;6505;6506;6507;1374;31;32;51422;118980;124935;153201;23428;57709;6510;6520;6542;81539;94097;207;208;4915;6804;6857;8497;4923;5027;134;2917;18;6567;5205;6256;8647;8714;1244;10559;388662;8140;2348;6573;5467;5468;115019;375611;8529;1906;5025;8399;3952;4843;10809;5244;9368;9194;9123;4779;11001;2181;6198;948;189;50487;624;3766;477;26266;8398;387254;4036;183;27347;9611
GO:0016049,cell growth,The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present.,BP,4.54370983889397e-4,108,466,252042,1476651,0.0351815698906777,10298;10516;10718;1154;1399;183;23678;3487;4009;51196;56994;57521;60676;6695;81621;817;83737;9564;26153;6662;5916;57669;102;10519;2064;207;2185;3249;596;6195;6280;6548;6832;7042;84678;9211;9472;123879;203245;2100;23677;2786;29948;3172;323;4088;5167;5467;5468;5795;623;6586;6595;6597;694;79602;79960;84722;85004;92304;978;1785;2932;4897;1020;3475;4099;56920;5802;80128;9423;1002;23499;29882;3984;4137;5058;8766;1946;23242;23105;10507;23566;26053;54437;9201;4916;7143;91584;1826;8829;6405;8828;10611;2626;8470;1906;2539;344901;23327;57699;6857;8437;9699;440275;5590;7074;8826
GO:0016358,dendrite development,"The process whose specific outcome is the progression of the dendrite over time, from its formation to the mature structure.",BP,5.92516927997197e-5,60,216,252042,1476651,0.008873155676804401,10160;1020;1826;1952;2534;9201;10507;23043;26012;2902;2932;4734;6383;114788;1399;57118;57580;64284;84816;3397;1523;23363;26259;29882;84079;10298;2049;378;5062;57492;1501;22891;221935;22849;1902;23613;6453;9148;9231;23105;5802;102;10611;26037;1942;26052;10458;29904;3706;7074;8997;8829;153090;23242;23373;238;29993;655;8826;10498
GO:0019216,regulation of lipid metabolic process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipids.",BP,7.70960055263407e-5,99,402,252042,1476651,0.010213243911585622,3952;2954;5166;55066;5155;10062;440503;6720;84649;949;9619;183;345;207;4779;51422;857;6095;6097;32;1374;208;27122;2695;79602;5934;1154;29062;10451;1236;2185;2261;2321;2322;388121;4067;5587;5747;64127;7410;153090;23541;31;3837;4047;6319;7108;8720;5447;5562;60481;85414;57540;54576;5468;8013;55198;134;64784;5581;2852;3417;116986;5629;9965;9572;64788;26119;8644;55512;5580;8398;79888;2181;824;10498;12;19;2274;27063;29103;29841;3172;3992;4862;51;51280;51599;5244;54600;6256;64919;7296;80183;80205;8800;948;9611;9612
GO:0019395,fatty acid oxidation,"The removal of one or more electrons from a fatty acid, with or without the concomitant removal of a proton or protons, by reaction with an electron-accepting substance, by addition of oxygen or by removal of hydrogen.",BP,1.05191437446244e-4,31,93,252042,1476651,0.01274289402769472,11001;224;1374;1891;1892;1962;3952;5467;80724;207;32;440503;208;2108;3712;1384;51;55289;8309;8310;51422;5166;5468;8013;55198;84649;114757;51179;5447;5562;79602
GO:0022008,neurogenesis,Generation of cells within the nervous system.,BP,1.34863918433128e-8,339,1492,252042,1476651,1.5483876324105685e-5,6774;1020;1399;23284;23314;2534;26053;266727;323;4897;4915;4916;51473;55140;5747;6695;7026;80128;84197;8829;9201;92737;9423;9620;3091;6376;2009;23654;747;10458;1267;2263;22854;4744;51761;56288;57731;596;84612;1002;10512;1400;151449;1826;2049;2131;23114;2674;2736;2817;2887;2909;3730;4009;4684;51466;5578;55816;5909;59277;5979;6091;6092;6324;6405;6477;64855;655;6586;6711;6712;7143;729920;7430;7869;8013;8399;8633;8828;90249;9211;9369;9378;9499;9846;4685;50863;7534;2064;89884;1464;7042;4781;23405;207;2895;153090;183;2185;257194;27063;2889;4058;4067;466;5176;55714;5587;57118;5906;6280;64764;81532;9897;10519;146760;1902;2288;22891;23108;23189;27124;4099;4193;5793;5802;59341;6911;81618;1021;28514;2934;2950;388585;4821;79885;928;163175;374;4665;3226;161357;4779;5727;81544;25987;23017;6095;8925;5629;64919;91584;9289;3912;23224;23353;89927;80709;57282;3280;2066;26038;3952;4137;9331;104;3766;9639;1489;1788;204851;23040;254778;28996;3065;4010;7482;81029;83696;1785;2932;3475;56920;5792;2348;10938;2775;4734;50810;57662;79778;79789;80303;8766;92558;999;1946;1191;79152;10397;208;64398;26011;400746;219699;1258;6101;9742;403;2792;7068;54845;53637;22882;2309;282969;4211;440275;5087;57540;7161;9283;124936;221336;23081;3169;339479;392255;4681;5914;60436;652;23499;29882;3984;5058;6662;9148;25925;2063;238;7357;9394;6507;6904;23242;23105;10507;23566;54437;8428;29956;1445;85414;5468;28988;29993;57624;10160;1952;23043;26012;2902;6383;861;864;406;58497;55198;6653;84376;2852;4036;4988;7520;10090;1942;23303;26037;6498;7074;114788;57580;64284;84816;3397;1523;23363;26259;84079;80045;9368;5205;6385;64072;79633;84059;54549;8842;4602;5583;3418;7015;10298;378;5062;57492;1501;221935;22849;23613;6453;9231;102;10611;26052;29904;3706;8997;9572;84630;286262;23373;8826;344901;23327;57699;6857;8437;9699;5025;1453;5590;10498;10718;23060;2120;63976;89797
GO:0022011,myelination in peripheral nervous system,The process in which neuronal axons and dendrites become coated with a segmented lipid-rich sheath (myelin) to enable faster and more energetically efficient conduction of electrical impulses. The sheath is formed by the cell membranes of Schwann cells in the peripheral nervous system. Adjacent myelin segments are separated by a non-myelinated stretch of axon called a node of Ranvier.,BP,5.46707514761804e-4,12,26,252042,1476651,0.040064742908040574,10397;207;208;64398;79152;23405;400746;163175;4915;4916;56288;9639
GO:0022604,regulation of cell morphogenesis,"Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized.",BP,1.87425439606534e-6,112,430,252042,1476651,6.247313120820374e-4,10395;10428;10458;10507;11135;116985;152273;1902;2059;2185;221061;221472;2245;226;23268;23370;23580;23654;2534;25805;2768;2909;3249;3689;375611;4627;4651;5064;55785;5747;57619;58480;5962;7429;7430;89846;9368;1785;2932;4897;1020;3475;4099;56920;5802;80128;9423;1002;23499;29882;3984;4137;5058;8766;23105;1946;23566;4916;7143;23043;26012;2902;4734;6383;91584;1826;8829;10090;1942;2049;23303;26037;5979;4915;6091;6092;6498;7074;3397;1523;23363;26259;84079;102;10611;26052;29904;3706;8997;23603;2192;23189;81;10519;1399;1793;201294;4739;57580;6239;6281;80005;344901;23327;57699;6857;8437;9699;348110;113251;283149;832
GO:0022610,biological adhesion,"The attachment of a cell or organism to a substrate, another cell, or other organism. Biological adhesion includes intracellular attachment between membrane regions.",BP,1.85519857710219e-6,296,1345,252042,1476651,6.247313120820374e-4,1002;1525;23705;2895;4680;7369;79633;596;1021;10519;1236;2013;2041;2185;2932;5590;6376;948;7042;10076;1015;10296;10428;10507;11122;1232;1285;1289;1441;1462;1500;1501;1826;1969;2050;22798;23037;23384;253559;259;2683;3026;3280;340267;341640;3673;3680;3682;3685;3689;3691;3694;3730;388585;3909;3912;3915;3918;401138;4026;4045;4099;421;4604;4608;4684;4739;481;50848;50863;5239;5317;5420;5578;5581;57007;5792;5829;60484;6091;6324;63827;667;6695;7143;79977;79987;8038;80781;8082;83660;8496;8828;9223;928;9289;9564;57669;5788;152404;1952;221935;23654;54549;55714;56134;56135;56136;56137;56138;56139;56140;56141;56142;56143;56144;56145;56146;56147;5819;5979;6092;64072;64084;9620;9752;999;4685;9369;9378;9379;7430;1020;10516;11093;158326;3693;7074;81792;967;102;2192;7045;10391;2651;6904;1364;23562;51208;53842;9074;9075;9080;54822;101;1946;2049;5747;4651;55083;28514;2934;5795;6662;8502;1445;207;23308;2534;4067;5058;5062;5777;857;4091;5467;2302;652;2064;2736;199920;1399;1942;8613;5962;80139;23114;4897;965;4155;655;10461;55698;79778;84168;8829;3397;3952;80381;6188;10457;6385;9231;861;864;51043;144100;949;441478;57178;4602;3566;5914;10451;29984;463;7052;8291;22920;53827;3707;83737;64127;10395;10420;87;51571;119;50512;64083;8546;8943;22998;23499;23603;57662;6548;342184;4088;6281;8826;54828;90102;80709;10049;677;6280;3315;4627;7060;1832;29119;3801;170692;18;5580;56999;59341;10298;10458;10611;11135;23650;257194;2889;302;3875;5314;55971;7455;81671;84059;8416;9423;23284;266727;79414;22854;3556;5802;23189;81;1785;1793;201294;57580;6239;80005;4057;8013;1991;81704;3169;64332;57045;1604
GO:0022612,gland morphogenesis,The process in which the anatomical structures of a gland are generated and organized.,BP,2.91406360119608e-5,38,116,252042,1476651,0.004632464490947553,57045;7042;1999;857;2263;652;6778;10765;1969;655;7052;80004;2736;8626;6662;367;2099;10718;374;5727;9423;4781;10512;8829;59277;6256;3169;5916;1396;11331;5241;5629;6195;55959;3249;151449;596;9368
GO:0023051,regulation of signaling,"Any process that modulates the frequency, rate or extent of a signaling process.",BP,5.57271499793162e-4,696,3636,252042,1476651,0.04055131272790664,10454;153090;134;1399;2889;4215;4216;4217;652;9020;1464;1902;23566;238;27347;3643;3656;408;4916;5027;51196;5562;55765;5605;5788;5979;64127;7161;7867;8517;9261;200734;5998;80824;857;10564;125058;55614;116985;1889;302;2852;6804;1997;861;7837;183;2696;1785;409;2069;9148;54206;9052;2185;5747;5829;29775;9618;9966;23043;10595;2081;28988;5770;10411;1374;2645;2695;3172;3382;3708;3709;3747;3952;406;4843;5578;5906;6513;6833;775;776;9254;2786;2788;5996;6002;6004;8787;9455;9628;2263;2736;5727;6095;9742;3955;10082;11343;5045;7357;10044;10140;10451;1124;143098;2059;26119;2888;3927;4128;6451;6452;6461;26153;26166;3635;388531;6000;85397;10447;10457;10718;11009;1489;151449;152189;1906;25817;2657;2671;284207;2980;29948;29949;338872;344901;346389;3570;3603;3623;374;392255;4137;4681;50810;5144;5155;5228;54097;55258;5580;6358;6359;6376;6398;655;7031;7042;7060;7200;7423;84639;8614;8817;8909;9135;92304;944;9965;2155;5795;9368;8165;9472;799;84059;9722;204851;3551;84888;8887;9825;2950;51588;11030;57045;4091;56937;753;6865;5305;8395;10507;2066;219699;2321;2322;2534;4067;4734;4915;5467;5777;6662;847;1407;2348;27122;4088;64750;80139;25953;55764;1258;4836;5145;5475;6010;858;1236;3783;5819;6188;2099;51473;8312;83439;8613;10159;23189;23499;245973;55959;59352;6597;7015;8840;8932;25987;2887;4188;4772;51741;54894;7088;5046;116844;28996;114990;25805;283149;50515;51341;63976;79674;2626;286204;3280;388585;4926;168667;4036;26509;64855;3091;23105;4644;3064;2901;1604;948;4057;23328;1020;29882;2768;5314;84803;93627;23677;55654;64798;57521;64083;23362;23550;9922;18;25924;5581;8431;11188;23228;5334;8224;57706;9649;5962;19;345;8829;5052;2308;10468;3547;10498;9113;11331;81606;8626;23558;3169;367;5058;55366;146722;55198;9572;10062;5802;26053;10160;152273;221178;221472;2245;22899;23101;23263;23268;23370;26084;29;4650;50649;50650;54848;55160;55785;57449;57580;613;64283;6453;64787;7074;7204;7410;84904;89846;8997;9639;10395;2909;6091;9289;23286;284086;55841;80014;9231;440503;10809;5740;6092;4052;8202;55107;55638;65220;6717;8398;8780;860;2817;90993;5782;89853;27246;58513;2261;3297;6774;83666;5618;3315;10758;124583;26057;286343;51523;5536;5587;7052;7706;79155;92610;10010;3065;399;6772;84270;9100;5470;8844;101;1445;1991;2064;7164;8826;6653;3397;1942;255082;2324;3487;55024;55816;64802;9283;3301;56950;27063;4193;754;8444;6344;5138;64784;997;207;3092;84632;9026;29767;11060;221336;441478;81544;92714;10098;1999;28514;388677;55534;57178;81619;22856;2622;51174;5447;260425;2898;3480;153769;2122;259;83737;9611;344558;59341;6788;84444;231;3707;4853;10156;22821;79109;8437;340706;55971;5167;5590;5791;6198;51043;6720;90007;91683;9627;10458;22849;26037;2902;3706;5914;26012;11346;3766;8766;9145;57282;8644;10626;1488;1592;340665;9249;22854;5332;5575;5577;57497;7143;6507;6857;9211;22953;5025;7430;27086;5583;116984;23092;23094;23108;23779;29984;57186;57522;58480;5909;79658;83478;84253;90627;9411;9754;9886;9901;5865;152831;1646;2651;388121;7295;10519;1649;1969;477;2899;9378;3673;5064;116841;22941;57158;817;10345;805;845;3716;84166;5468;11274;58495;6711;9612;1501;5218;9679;111;1946;51092;4988;152404;6586;80223;9727;154043;2192;27330;65268;8000;27202;5151;55532;57007;1827;2274;2932;23261;6548;23171;10076;1500;169200;23072;2309;27303;4300;6478;79960;81029;8313;85409;10105;638;1191;4000;598;1453;8549;8607;8796;2867;4923;9699;23613;6455;1525;287;54476;25897;999;130574;130576;23369;10858;23373;440275;636;2895;596;7534;768211;967;54978;81;23432;116028;23246;25946;4194;4683;51422;54971;64769;6873;79813;83860;83990;84126;94241;26038;23017;4118;6498;81792;138151;7466;84447;624;26287;6477;9423;481;489;490;5349;53826;51283;652968;23274;23387;11122;57674;22881;2100;4061;54892;140730;23621;5413;57617;1612;1740;149111;3554;4602;10765;2013;1512;3685;5062;81618;23678;23604;259230;6280;4684;2934
GO:0030029,actin filament-based process,"Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins.",BP,6.73073271523938e-8,167,661,252042,1476651,4.9677615104691796e-5,10015;27183;122786;57669;10458;119;2059;29984;3936;4082;4739;7430;81;87;2934;5962;7429;822;11034;85477;57553;9645;10049;10391;10395;10420;11188;152273;221472;2245;23002;2302;23022;23092;2317;23189;23370;23603;29;3706;55785;56907;57591;613;64423;79983;81532;81788;832;84448;84501;89846;93627;9368;4703;2013;226;27295;29993;51466;59341;596;8470;9564;2909;7456;4627;4643;4644;4650;23242;442721;57580;79585;79778;116985;4604;7139;7170;7171;5629;9113;5580;9026;1236;2185;25802;5581;55971;1020;2036;3551;23224;221692;22998;399687;50848;54822;1525;23043;26037;26053;5058;55561;5770;84168;8829;3397;3984;6376;1946;5066;9620;10095;221061;3693;408;342184;27063;3856;845;84665;348110;55616;6548;7840;10411;1902;2041;22899;285590;4088;55160;5829;6281;6385;9639;90102;50853;57731;6711;6712;29767;23363;1906;56776;6324;775;776;817;134;2626;287;477;5144;6717;23171;23327;3784;1832;29119;857;3752;9722;4853;4916;54828
GO:0030030,cell projection organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon.",BP,7.9975433263919e-6,302,1400,252042,1476651,0.001614627864088876,8829;9423;50487;79582;9148;10458;1267;2263;22854;4744;4897;51761;56288;57731;596;80128;84612;1002;10512;1400;151449;1826;2049;2131;23114;2534;2674;2736;2817;2887;2909;323;3730;4009;4684;51466;5578;55816;5747;5909;59277;5979;6091;6092;6324;6405;6477;64855;655;6586;6711;6712;7143;729920;7430;7869;8013;8399;8633;8828;90249;9211;9369;9378;9499;9846;4685;1020;2064;89884;10938;123872;1767;2302;282809;2934;29887;3983;403;51382;51473;5314;55112;55764;56912;57545;64284;84902;9342;9742;1969;1785;26053;9759;207;2895;153090;183;2185;23654;257194;27063;2889;4058;4067;466;4915;5176;55714;5587;57118;5906;6280;6376;64764;81532;9897;10519;146760;1902;2288;22891;23108;23189;27124;4099;4193;5793;5802;59341;6695;6911;81618;1399;25987;91584;9201;9331;4781;104;10451;221178;29984;50649;64083;7410;23043;53827;5962;9368;116840;170690;23224;8814;2932;3475;56920;5792;2348;2775;374;3912;4137;4734;50810;57662;79778;79789;80303;81544;8766;8925;92558;999;11135;1236;23580;1946;10507;3673;196527;2013;23566;4638;5027;7429;5205;5420;4627;219699;154313;2622;6101;22920;3797;3842;55036;5819;3064;23499;29882;3984;5058;152273;221472;2245;26052;55785;89846;23242;23105;54437;8428;29956;4916;23405;28988;29993;4681;57624;10160;1952;26012;2902;6383;10090;1942;23303;26037;6498;7074;114788;57580;84816;3397;1523;23363;26259;84079;4651;5580;116985;23613;5064;54828;3280;388585;6385;64072;79633;84059;10298;378;5062;57492;1501;221935;22849;6453;9231;102;10611;29904;3706;8997;64919;5727;3480;3643;85461;26084;92154;115106;1453;22981;5577;7840;9662;9814;286262;4036;23373;238;8826;23603;857;64787;10801;49856;344901;23327;57699;6857;8437;9699;54768;440275;5590;10498;348110;6239;51174
